Overall,Balance,Stamina,Strength,HeadingAccuracy,ShortPassing,LongPassing,Dribbling,BallControl,Acceleration,SprintSpeed,Agility,ShotPower,Aggression,Jumping,Vision,Composure,StandingTackle,SlidingTackle
65,63.0,68.0,75.0,61.0,57.0,41.0,63.0,67.0,53.0,54.0,67.0,64.0,33.0,67.0,58.0,70.0,22.0,21.0
65,70.0,63.0,56.0,58.0,56.0,46.0,67.0,62.0,74.0,83.0,69.0,74.0,31.0,62.0,55.0,48.0,20.0,14.0
65,76.0,41.0,47.0,51.0,71.0,62.0,70.0,64.0,77.0,68.0,69.0,65.0,48.0,57.0,65.0,58.0,13.0,18.0
65,70.0,67.0,66.0,63.0,61.0,60.0,65.0,66.0,63.0,66.0,73.0,65.0,45.0,64.0,59.0,58.0,38.0,32.0
65,58.0,71.0,73.0,56.0,56.0,46.0,57.0,56.0,69.0,74.0,70.0,24.0,73.0,74.0,55.0,55.0,65.0,67.0
65,70.0,77.0,63.0,55.0,58.0,50.0,64.0,66.0,75.0,76.0,77.0,65.0,61.0,61.0,55.0,63.0,26.0,33.0
65,74.0,74.0,66.0,60.0,55.0,40.0,64.0,62.0,75.0,72.0,67.0,59.0,69.0,72.0,39.0,48.0,64.0,70.0
65,82.0,85.0,62.0,52.0,61.0,45.0,63.0,64.0,76.0,79.0,87.0,63.0,60.0,68.0,58.0,55.0,45.0,44.0
65,71.0,69.0,58.0,55.0,70.0,60.0,67.0,68.0,72.0,75.0,75.0,57.0,53.0,65.0,66.0,61.0,48.0,43.0
65,69.0,71.0,60.0,48.0,57.0,49.0,54.0,65.0,80.0,76.0,80.0,61.0,72.0,71.0,54.0,54.0,62.0,70.0
65,45.0,32.0,68.0,13.0,29.0,23.0,21.0,24.0,41.0,46.0,34.0,16.0,21.0,59.0,23.0,34.0,13.0,14.0
65,64.0,62.0,66.0,63.0,58.0,66.0,63.0,64.0,76.0,79.0,74.0,44.0,60.0,73.0,48.0,60.0,66.0,61.0
65,69.0,66.0,54.0,48.0,70.0,67.0,73.0,71.0,71.0,72.0,81.0,50.0,58.0,70.0,68.0,71.0,56.0,46.0
65,64.0,72.0,58.0,59.0,54.0,53.0,63.0,62.0,71.0,74.0,76.0,43.0,67.0,82.0,58.0,50.0,66.0,62.0
65,74.0,77.0,61.0,51.0,67.0,68.0,70.0,69.0,73.0,70.0,69.0,57.0,63.0,66.0,64.0,67.0,39.0,36.0
65,68.0,64.0,62.0,38.0,63.0,62.0,65.0,65.0,72.0,76.0,69.0,37.0,58.0,58.0,61.0,61.0,65.0,64.0
65,38.0,67.0,77.0,62.0,58.0,57.0,51.0,55.0,59.0,53.0,37.0,52.0,71.0,67.0,32.0,46.0,64.0,63.0
65,21.0,29.0,64.0,11.0,26.0,22.0,12.0,16.0,59.0,49.0,39.0,21.0,32.0,59.0,42.0,45.0,12.0,12.0
65,63.0,80.0,77.0,60.0,58.0,54.0,54.0,56.0,74.0,76.0,69.0,45.0,60.0,75.0,51.0,58.0,65.0,62.0
65,42.0,28.0,56.0,15.0,29.0,27.0,11.0,24.0,40.0,41.0,50.0,24.0,28.0,66.0,32.0,30.0,15.0,14.0
65,72.0,75.0,75.0,64.0,60.0,58.0,60.0,64.0,70.0,73.0,78.0,74.0,69.0,77.0,61.0,65.0,62.0,62.0
65,43.0,38.0,71.0,20.0,29.0,33.0,19.0,21.0,45.0,42.0,33.0,23.0,29.0,68.0,33.0,62.0,20.0,19.0
65,88.0,65.0,56.0,42.0,60.0,47.0,69.0,66.0,90.0,90.0,75.0,62.0,53.0,63.0,51.0,62.0,24.0,26.0
65,71.0,79.0,72.0,54.0,64.0,61.0,63.0,65.0,77.0,76.0,76.0,65.0,66.0,62.0,50.0,65.0,57.0,61.0
65,65.0,80.0,72.0,62.0,65.0,60.0,65.0,64.0,66.0,69.0,71.0,64.0,80.0,71.0,62.0,55.0,61.0,62.0
65,77.0,75.0,67.0,59.0,44.0,27.0,63.0,65.0,74.0,73.0,78.0,62.0,35.0,73.0,56.0,63.0,27.0,20.0
65,53.0,20.0,65.0,18.0,25.0,17.0,13.0,25.0,45.0,42.0,35.0,19.0,19.0,52.0,42.0,57.0,18.0,13.0
65,60.0,64.0,71.0,60.0,64.0,62.0,62.0,62.0,50.0,61.0,62.0,66.0,66.0,60.0,57.0,52.0,64.0,64.0
65,66.0,67.0,66.0,64.0,64.0,62.0,61.0,62.0,66.0,67.0,67.0,67.0,50.0,70.0,64.0,65.0,63.0,63.0
65,62.0,69.0,69.0,60.0,61.0,60.0,54.0,60.0,75.0,69.0,52.0,49.0,70.0,71.0,39.0,58.0,68.0,65.0
65,86.0,71.0,56.0,44.0,69.0,66.0,65.0,68.0,70.0,67.0,75.0,52.0,72.0,68.0,66.0,63.0,60.0,57.0
65,70.0,72.0,68.0,47.0,63.0,58.0,62.0,61.0,69.0,71.0,66.0,59.0,60.0,71.0,56.0,60.0,67.0,64.0
65,53.0,30.0,62.0,13.0,29.0,17.0,12.0,15.0,46.0,48.0,30.0,15.0,18.0,60.0,45.0,55.0,18.0,12.0
65,70.0,76.0,63.0,55.0,66.0,55.0,47.0,64.0,62.0,50.0,59.0,67.0,71.0,77.0,57.0,55.0,65.0,60.0
65,65.0,76.0,69.0,59.0,61.0,56.0,62.0,64.0,58.0,62.0,65.0,68.0,65.0,73.0,60.0,62.0,31.0,22.0
65,61.0,30.0,64.0,11.0,11.0,30.0,13.0,22.0,32.0,50.0,41.0,21.0,34.0,56.0,47.0,65.0,20.0,13.0
65,50.0,55.0,70.0,66.0,37.0,36.0,29.0,43.0,54.0,55.0,60.0,47.0,60.0,57.0,38.0,46.0,72.0,69.0
65,45.0,65.0,75.0,68.0,65.0,58.0,56.0,58.0,57.0,69.0,53.0,58.0,66.0,72.0,66.0,44.0,64.0,65.0
65,66.0,70.0,63.0,52.0,71.0,66.0,66.0,67.0,71.0,68.0,70.0,68.0,53.0,61.0,62.0,64.0,52.0,51.0
65,79.0,66.0,52.0,56.0,66.0,63.0,64.0,65.0,75.0,79.0,78.0,63.0,67.0,38.0,72.0,63.0,60.0,63.0
65,74.0,69.0,69.0,55.0,64.0,55.0,58.0,60.0,74.0,78.0,68.0,62.0,70.0,69.0,57.0,52.0,63.0,62.0
65,75.0,69.0,65.0,47.0,64.0,58.0,69.0,66.0,83.0,79.0,83.0,60.0,38.0,70.0,48.0,49.0,30.0,27.0
65,32.0,66.0,90.0,67.0,49.0,38.0,36.0,62.0,44.0,33.0,49.0,35.0,67.0,54.0,28.0,55.0,64.0,58.0
65,59.0,70.0,72.0,57.0,53.0,40.0,50.0,48.0,60.0,63.0,56.0,28.0,69.0,68.0,37.0,71.0,68.0,65.0
65,72.0,78.0,72.0,64.0,65.0,62.0,55.0,62.0,66.0,73.0,71.0,53.0,70.0,74.0,53.0,55.0,64.0,62.0
65,66.0,68.0,67.0,60.0,60.0,49.0,54.0,61.0,76.0,69.0,66.0,56.0,62.0,63.0,40.0,47.0,66.0,70.0
65,35.0,59.0,91.0,65.0,59.0,54.0,42.0,58.0,33.0,47.0,32.0,74.0,76.0,30.0,43.0,70.0,63.0,61.0
65,58.0,73.0,89.0,66.0,58.0,48.0,59.0,64.0,52.0,54.0,40.0,69.0,71.0,73.0,57.0,60.0,27.0,32.0
65,61.0,63.0,69.0,62.0,66.0,61.0,65.0,69.0,61.0,69.0,56.0,59.0,59.0,57.0,43.0,50.0,66.0,64.0
65,36.0,33.0,69.0,15.0,30.0,30.0,13.0,20.0,44.0,42.0,38.0,22.0,25.0,60.0,31.0,32.0,13.0,11.0
65,80.0,76.0,69.0,55.0,65.0,64.0,65.0,65.0,69.0,68.0,72.0,62.0,47.0,62.0,63.0,64.0,58.0,51.0
65,40.0,42.0,73.0,13.0,32.0,30.0,16.0,18.0,42.0,43.0,36.0,24.0,24.0,64.0,49.0,51.0,18.0,16.0
65,66.0,52.0,67.0,56.0,70.0,65.0,58.0,67.0,52.0,46.0,56.0,58.0,63.0,47.0,67.0,67.0,63.0,59.0
65,83.0,52.0,40.0,34.0,60.0,47.0,69.0,66.0,83.0,79.0,73.0,52.0,26.0,41.0,58.0,66.0,21.0,28.0
65,71.0,69.0,73.0,54.0,56.0,46.0,63.0,61.0,87.0,86.0,74.0,64.0,68.0,72.0,54.0,55.0,30.0,35.0
65,56.0,69.0,73.0,64.0,61.0,52.0,58.0,63.0,77.0,75.0,64.0,71.0,54.0,67.0,57.0,55.0,28.0,26.0
65,60.0,61.0,69.0,64.0,68.0,66.0,60.0,68.0,64.0,68.0,62.0,70.0,64.0,62.0,65.0,66.0,62.0,55.0
65,71.0,71.0,52.0,41.0,64.0,74.0,68.0,56.0,42.0,74.0,58.0,41.0,74.0,56.0,67.0,59.0,74.0,45.0
65,85.0,70.0,37.0,57.0,60.0,52.0,65.0,58.0,61.0,57.0,55.0,51.0,60.0,57.0,52.0,58.0,73.0,73.0
65,67.0,68.0,68.0,50.0,72.0,66.0,67.0,70.0,64.0,61.0,65.0,59.0,51.0,75.0,62.0,54.0,60.0,64.0
65,54.0,63.0,79.0,71.0,52.0,43.0,31.0,46.0,69.0,78.0,64.0,52.0,61.0,80.0,35.0,64.0,61.0,60.0
65,58.0,76.0,74.0,68.0,70.0,66.0,55.0,59.0,50.0,61.0,58.0,67.0,57.0,73.0,67.0,59.0,62.0,61.0
65,61.0,64.0,70.0,59.0,68.0,56.0,35.0,48.0,75.0,74.0,61.0,34.0,63.0,69.0,26.0,45.0,66.0,62.0
65,35.0,24.0,72.0,9.0,23.0,22.0,9.0,24.0,52.0,47.0,47.0,19.0,17.0,62.0,17.0,54.0,9.0,9.0
65,72.0,72.0,62.0,58.0,66.0,55.0,71.0,67.0,73.0,76.0,78.0,67.0,72.0,66.0,68.0,60.0,56.0,49.0
65,67.0,44.0,69.0,28.0,40.0,37.0,27.0,39.0,63.0,59.0,46.0,45.0,38.0,67.0,40.0,39.0,19.0,20.0
65,75.0,66.0,71.0,58.0,69.0,67.0,67.0,66.0,66.0,68.0,58.0,70.0,66.0,65.0,65.0,59.0,61.0,60.0
65,80.0,67.0,59.0,36.0,67.0,62.0,71.0,67.0,77.0,77.0,79.0,58.0,49.0,56.0,61.0,52.0,50.0,46.0
65,64.0,76.0,70.0,60.0,61.0,57.0,60.0,61.0,71.0,61.0,73.0,57.0,65.0,63.0,54.0,61.0,63.0,62.0
65,71.0,71.0,74.0,33.0,57.0,44.0,68.0,65.0,80.0,77.0,76.0,74.0,42.0,64.0,62.0,63.0,43.0,40.0
65,73.0,67.0,77.0,57.0,65.0,63.0,59.0,59.0,56.0,43.0,59.0,62.0,73.0,79.0,61.0,68.0,65.0,62.0
65,64.0,74.0,72.0,55.0,57.0,49.0,51.0,59.0,64.0,66.0,64.0,57.0,68.0,60.0,32.0,54.0,65.0,69.0
65,73.0,71.0,65.0,57.0,66.0,62.0,66.0,67.0,71.0,75.0,72.0,57.0,70.0,67.0,62.0,64.0,64.0,61.0
65,83.0,75.0,83.0,70.0,57.0,39.0,61.0,65.0,71.0,70.0,58.0,61.0,80.0,90.0,43.0,60.0,25.0,19.0
65,72.0,77.0,78.0,61.0,59.0,46.0,61.0,62.0,79.0,83.0,82.0,65.0,67.0,82.0,52.0,58.0,40.0,37.0
65,57.0,73.0,84.0,61.0,65.0,62.0,48.0,61.0,54.0,41.0,52.0,66.0,77.0,70.0,55.0,60.0,63.0,61.0
65,47.0,31.0,72.0,16.0,23.0,20.0,10.0,21.0,40.0,44.0,33.0,23.0,23.0,54.0,25.0,37.0,15.0,13.0
65,78.0,84.0,86.0,58.0,52.0,41.0,64.0,60.0,76.0,84.0,72.0,71.0,82.0,78.0,45.0,53.0,63.0,61.0
65,80.0,71.0,53.0,56.0,68.0,63.0,55.0,66.0,70.0,70.0,73.0,62.0,68.0,58.0,50.0,48.0,65.0,60.0
65,64.0,70.0,61.0,58.0,64.0,57.0,65.0,66.0,69.0,76.0,81.0,68.0,50.0,60.0,61.0,55.0,39.0,36.0
65,71.0,67.0,63.0,58.0,60.0,39.0,68.0,63.0,78.0,86.0,70.0,66.0,41.0,84.0,49.0,56.0,24.0,20.0
65,57.0,76.0,75.0,57.0,61.0,52.0,66.0,60.0,80.0,88.0,67.0,60.0,73.0,53.0,55.0,62.0,54.0,54.0
65,66.0,91.0,73.0,57.0,66.0,65.0,54.0,64.0,62.0,64.0,71.0,72.0,54.0,63.0,54.0,64.0,59.0,54.0
65,72.0,71.0,61.0,56.0,61.0,54.0,64.0,61.0,75.0,81.0,74.0,46.0,71.0,75.0,52.0,60.0,67.0,59.0
65,55.0,60.0,62.0,70.0,59.0,53.0,62.0,61.0,62.0,63.0,56.0,62.0,38.0,70.0,53.0,51.0,18.0,19.0
65,65.0,61.0,64.0,56.0,56.0,55.0,55.0,61.0,70.0,73.0,59.0,35.0,55.0,57.0,32.0,50.0,67.0,67.0
65,67.0,89.0,68.0,55.0,63.0,62.0,62.0,61.0,74.0,73.0,77.0,65.0,61.0,76.0,65.0,48.0,59.0,56.0
65,76.0,79.0,61.0,47.0,57.0,52.0,61.0,64.0,85.0,86.0,76.0,43.0,74.0,71.0,44.0,57.0,63.0,61.0
65,67.0,56.0,60.0,55.0,63.0,52.0,70.0,68.0,85.0,88.0,78.0,62.0,52.0,65.0,53.0,48.0,24.0,20.0
65,72.0,74.0,76.0,55.0,64.0,61.0,62.0,66.0,62.0,68.0,66.0,74.0,68.0,75.0,61.0,62.0,53.0,49.0
65,68.0,68.0,73.0,60.0,64.0,56.0,62.0,65.0,65.0,70.0,72.0,71.0,70.0,84.0,59.0,68.0,31.0,31.0
65,75.0,81.0,78.0,49.0,65.0,61.0,59.0,66.0,71.0,77.0,71.0,73.0,72.0,71.0,57.0,58.0,66.0,63.0
65,65.0,74.0,71.0,59.0,48.0,59.0,73.0,64.0,71.0,69.0,63.0,40.0,54.0,72.0,42.0,55.0,66.0,62.0
65,44.0,52.0,81.0,60.0,64.0,57.0,59.0,62.0,51.0,45.0,61.0,51.0,73.0,68.0,65.0,68.0,60.0,58.0
65,66.0,44.0,63.0,17.0,45.0,38.0,22.0,15.0,45.0,51.0,38.0,18.0,34.0,58.0,38.0,41.0,18.0,17.0
65,31.0,65.0,82.0,64.0,43.0,29.0,31.0,42.0,59.0,56.0,46.0,41.0,64.0,73.0,32.0,58.0,70.0,65.0
65,70.0,63.0,54.0,69.0,63.0,40.0,61.0,62.0,69.0,68.0,61.0,64.0,32.0,68.0,55.0,49.0,17.0,14.0
65,66.0,74.0,74.0,61.0,73.0,65.0,66.0,60.0,63.0,66.0,51.0,63.0,65.0,61.0,51.0,48.0,69.0,62.0
65,75.0,74.0,59.0,61.0,63.0,61.0,57.0,64.0,67.0,71.0,70.0,53.0,76.0,77.0,61.0,60.0,64.0,64.0
65,75.0,65.0,71.0,66.0,62.0,50.0,65.0,60.0,77.0,73.0,67.0,67.0,70.0,73.0,66.0,63.0,26.0,17.0
65,66.0,72.0,68.0,58.0,61.0,56.0,52.0,63.0,72.0,70.0,79.0,38.0,58.0,80.0,44.0,58.0,67.0,64.0
65,43.0,78.0,83.0,66.0,63.0,52.0,59.0,62.0,68.0,69.0,50.0,66.0,61.0,80.0,58.0,61.0,42.0,39.0
65,67.0,73.0,61.0,54.0,54.0,49.0,64.0,65.0,68.0,69.0,61.0,63.0,54.0,60.0,57.0,56.0,66.0,65.0
65,64.0,67.0,81.0,66.0,58.0,45.0,57.0,66.0,70.0,68.0,71.0,51.0,70.0,75.0,50.0,55.0,67.0,64.0
65,61.0,72.0,68.0,67.0,62.0,56.0,54.0,63.0,63.0,69.0,67.0,60.0,51.0,75.0,61.0,56.0,15.0,20.0
65,22.0,32.0,78.0,18.0,19.0,15.0,15.0,22.0,38.0,42.0,39.0,42.0,34.0,50.0,36.0,39.0,19.0,14.0
65,70.0,62.0,47.0,43.0,64.0,53.0,68.0,64.0,80.0,77.0,69.0,63.0,31.0,53.0,55.0,65.0,29.0,31.0
65,67.0,81.0,73.0,58.0,59.0,54.0,58.0,60.0,72.0,74.0,58.0,50.0,63.0,75.0,54.0,54.0,63.0,62.0
65,60.0,62.0,69.0,62.0,64.0,51.0,65.0,64.0,69.0,68.0,60.0,64.0,32.0,63.0,52.0,57.0,33.0,38.0
65,78.0,81.0,62.0,50.0,63.0,65.0,59.0,69.0,78.0,68.0,78.0,57.0,67.0,49.0,61.0,70.0,55.0,59.0
65,60.0,70.0,77.0,55.0,58.0,52.0,56.0,58.0,68.0,71.0,58.0,57.0,62.0,66.0,51.0,60.0,72.0,70.0
65,65.0,54.0,67.0,65.0,63.0,41.0,69.0,71.0,78.0,74.0,73.0,60.0,52.0,77.0,56.0,65.0,21.0,22.0
65,67.0,77.0,69.0,53.0,68.0,67.0,65.0,70.0,72.0,70.0,70.0,58.0,57.0,45.0,59.0,60.0,53.0,49.0
65,66.0,61.0,73.0,38.0,66.0,63.0,67.0,68.0,75.0,80.0,60.0,68.0,58.0,55.0,59.0,64.0,65.0,63.0
65,90.0,76.0,59.0,30.0,62.0,59.0,65.0,66.0,78.0,72.0,84.0,67.0,58.0,63.0,60.0,66.0,39.0,37.0
65,74.0,91.0,62.0,58.0,63.0,59.0,58.0,63.0,69.0,71.0,75.0,54.0,74.0,63.0,63.0,61.0,57.0,55.0
65,82.0,58.0,32.0,58.0,61.0,59.0,63.0,62.0,84.0,86.0,84.0,65.0,33.0,71.0,61.0,65.0,18.0,16.0
65,66.0,60.0,72.0,40.0,63.0,58.0,59.0,62.0,88.0,82.0,78.0,66.0,55.0,65.0,60.0,45.0,27.0,25.0
65,67.0,66.0,68.0,29.0,59.0,62.0,68.0,60.0,79.0,82.0,71.0,68.0,32.0,67.0,61.0,49.0,18.0,15.0
65,48.0,72.0,81.0,63.0,46.0,36.0,34.0,48.0,37.0,34.0,39.0,41.0,80.0,76.0,34.0,52.0,67.0,65.0
65,31.0,55.0,84.0,71.0,54.0,28.0,52.0,61.0,51.0,62.0,48.0,72.0,61.0,64.0,40.0,49.0,38.0,28.0
65,40.0,30.0,52.0,10.0,34.0,18.0,10.0,17.0,31.0,40.0,33.0,16.0,24.0,34.0,12.0,51.0,15.0,12.0
65,80.0,67.0,69.0,62.0,62.0,58.0,56.0,60.0,66.0,67.0,64.0,63.0,68.0,74.0,47.0,61.0,63.0,61.0
65,74.0,88.0,72.0,65.0,61.0,62.0,61.0,63.0,70.0,61.0,68.0,58.0,65.0,88.0,63.0,59.0,54.0,47.0
65,91.0,57.0,52.0,41.0,54.0,48.0,72.0,69.0,83.0,82.0,84.0,54.0,32.0,83.0,53.0,48.0,31.0,27.0
65,82.0,66.0,62.0,45.0,60.0,53.0,67.0,66.0,86.0,82.0,71.0,63.0,57.0,75.0,61.0,64.0,52.0,50.0
65,74.0,85.0,62.0,43.0,61.0,56.0,64.0,61.0,84.0,86.0,87.0,61.0,47.0,70.0,63.0,61.0,42.0,36.0
65,69.0,73.0,62.0,64.0,60.0,46.0,56.0,66.0,76.0,77.0,69.0,68.0,59.0,60.0,58.0,64.0,20.0,14.0
65,71.0,59.0,72.0,55.0,63.0,69.0,59.0,63.0,57.0,53.0,68.0,54.0,73.0,66.0,68.0,64.0,56.0,54.0
65,77.0,76.0,71.0,55.0,63.0,53.0,61.0,60.0,83.0,78.0,76.0,45.0,59.0,88.0,50.0,55.0,63.0,64.0
65,66.0,74.0,73.0,60.0,67.0,45.0,60.0,65.0,69.0,69.0,69.0,61.0,35.0,75.0,58.0,60.0,18.0,20.0
65,56.0,24.0,71.0,20.0,27.0,24.0,14.0,20.0,53.0,48.0,48.0,22.0,35.0,66.0,37.0,60.0,14.0,15.0
65,69.0,53.0,50.0,57.0,56.0,40.0,64.0,60.0,75.0,72.0,54.0,36.0,56.0,59.0,36.0,54.0,66.0,68.0
65,77.0,75.0,61.0,51.0,61.0,41.0,70.0,66.0,76.0,69.0,79.0,66.0,38.0,54.0,55.0,67.0,27.0,25.0
65,64.0,61.0,69.0,67.0,66.0,60.0,53.0,63.0,40.0,40.0,49.0,60.0,64.0,74.0,35.0,72.0,76.0,70.0
65,30.0,19.0,66.0,10.0,49.0,45.0,11.0,12.0,58.0,59.0,55.0,26.0,41.0,74.0,55.0,37.0,14.0,11.0
65,56.0,63.0,66.0,50.0,62.0,58.0,68.0,61.0,78.0,77.0,76.0,60.0,65.0,64.0,65.0,60.0,46.0,42.0
65,49.0,61.0,67.0,71.0,56.0,41.0,54.0,63.0,57.0,54.0,55.0,66.0,38.0,70.0,58.0,45.0,25.0,17.0
65,61.0,80.0,81.0,68.0,58.0,55.0,44.0,60.0,37.0,34.0,65.0,57.0,82.0,64.0,43.0,51.0,64.0,57.0
65,75.0,64.0,69.0,37.0,65.0,63.0,65.0,63.0,83.0,83.0,80.0,61.0,40.0,63.0,50.0,61.0,39.0,35.0
65,49.0,30.0,61.0,10.0,48.0,36.0,10.0,29.0,29.0,26.0,31.0,24.0,42.0,68.0,47.0,36.0,14.0,13.0
65,78.0,52.0,32.0,56.0,61.0,51.0,68.0,65.0,93.0,90.0,82.0,61.0,49.0,72.0,55.0,58.0,19.0,21.0
65,73.0,72.0,65.0,57.0,59.0,58.0,62.0,62.0,76.0,78.0,75.0,67.0,66.0,64.0,55.0,54.0,64.0,61.0
65,81.0,60.0,52.0,44.0,65.0,60.0,67.0,66.0,72.0,64.0,72.0,57.0,42.0,56.0,63.0,61.0,44.0,45.0
65,49.0,59.0,75.0,65.0,54.0,50.0,53.0,53.0,44.0,50.0,57.0,56.0,66.0,71.0,51.0,59.0,65.0,64.0
65,44.0,66.0,78.0,62.0,66.0,58.0,23.0,49.0,54.0,42.0,43.0,34.0,69.0,71.0,33.0,49.0,66.0,62.0
65,40.0,57.0,81.0,63.0,44.0,39.0,36.0,47.0,44.0,47.0,37.0,40.0,65.0,61.0,30.0,48.0,67.0,64.0
65,77.0,76.0,56.0,70.0,72.0,64.0,64.0,65.0,65.0,67.0,66.0,65.0,62.0,66.0,54.0,59.0,57.0,55.0
65,58.0,33.0,28.0,21.0,17.0,18.0,14.0,25.0,30.0,39.0,31.0,12.0,21.0,61.0,31.0,38.0,18.0,15.0
65,38.0,69.0,84.0,67.0,61.0,38.0,60.0,61.0,62.0,66.0,51.0,68.0,54.0,58.0,54.0,62.0,30.0,28.0
65,69.0,73.0,71.0,53.0,60.0,50.0,59.0,60.0,82.0,80.0,79.0,36.0,61.0,62.0,54.0,60.0,63.0,61.0
65,74.0,65.0,69.0,63.0,66.0,62.0,62.0,63.0,72.0,73.0,74.0,63.0,57.0,58.0,65.0,64.0,38.0,36.0
65,69.0,52.0,71.0,63.0,66.0,60.0,51.0,57.0,35.0,34.0,43.0,65.0,69.0,74.0,44.0,64.0,62.0,63.0
65,70.0,64.0,56.0,35.0,63.0,56.0,65.0,61.0,80.0,75.0,67.0,64.0,56.0,60.0,65.0,62.0,55.0,51.0
65,72.0,69.0,58.0,62.0,69.0,67.0,58.0,56.0,70.0,71.0,74.0,64.0,67.0,66.0,55.0,57.0,63.0,59.0
65,46.0,36.0,57.0,18.0,25.0,20.0,19.0,19.0,49.0,45.0,35.0,25.0,23.0,51.0,28.0,37.0,16.0,19.0
65,74.0,83.0,53.0,47.0,56.0,53.0,67.0,60.0,81.0,80.0,79.0,55.0,66.0,57.0,61.0,57.0,58.0,54.0
65,74.0,66.0,58.0,61.0,64.0,56.0,56.0,63.0,70.0,69.0,80.0,51.0,56.0,63.0,52.0,77.0,66.0,64.0
65,66.0,70.0,64.0,55.0,61.0,59.0,68.0,66.0,75.0,66.0,70.0,72.0,67.0,70.0,52.0,63.0,68.0,62.0
65,44.0,82.0,80.0,61.0,60.0,51.0,65.0,64.0,74.0,78.0,72.0,64.0,46.0,71.0,55.0,59.0,33.0,25.0
65,59.0,56.0,75.0,73.0,69.0,71.0,21.0,60.0,43.0,46.0,42.0,45.0,78.0,41.0,44.0,66.0,72.0,63.0
65,54.0,64.0,77.0,67.0,53.0,38.0,27.0,47.0,44.0,48.0,64.0,50.0,69.0,80.0,46.0,58.0,65.0,64.0
65,84.0,34.0,34.0,53.0,65.0,52.0,69.0,67.0,69.0,66.0,71.0,67.0,39.0,45.0,64.0,58.0,35.0,36.0
65,81.0,68.0,69.0,62.0,59.0,31.0,63.0,65.0,63.0,62.0,49.0,32.0,54.0,58.0,37.0,50.0,73.0,69.0
65,57.0,64.0,69.0,61.0,62.0,46.0,60.0,64.0,72.0,71.0,53.0,60.0,60.0,66.0,40.0,52.0,65.0,62.0
65,82.0,69.0,71.0,51.0,53.0,43.0,58.0,63.0,87.0,84.0,80.0,58.0,56.0,68.0,45.0,66.0,31.0,25.0
65,89.0,68.0,33.0,59.0,65.0,59.0,71.0,71.0,79.0,79.0,89.0,53.0,29.0,55.0,51.0,53.0,23.0,14.0
65,75.0,74.0,44.0,55.0,58.0,37.0,53.0,59.0,79.0,79.0,79.0,51.0,59.0,82.0,45.0,54.0,63.0,62.0
65,74.0,72.0,65.0,60.0,63.0,57.0,60.0,64.0,73.0,75.0,61.0,57.0,60.0,60.0,50.0,54.0,66.0,65.0
65,52.0,63.0,85.0,67.0,57.0,41.0,58.0,61.0,63.0,67.0,55.0,68.0,71.0,60.0,50.0,58.0,20.0,26.0
65,56.0,69.0,83.0,65.0,60.0,61.0,40.0,57.0,60.0,55.0,61.0,67.0,68.0,67.0,57.0,69.0,63.0,63.0
65,32.0,41.0,64.0,11.0,23.0,38.0,14.0,22.0,44.0,46.0,50.0,23.0,37.0,67.0,25.0,50.0,19.0,10.0
65,61.0,63.0,70.0,48.0,61.0,61.0,34.0,56.0,55.0,62.0,47.0,42.0,73.0,77.0,37.0,58.0,66.0,64.0
65,57.0,66.0,80.0,66.0,53.0,57.0,43.0,56.0,66.0,73.0,56.0,55.0,66.0,77.0,44.0,53.0,62.0,60.0
65,60.0,63.0,71.0,66.0,46.0,42.0,44.0,46.0,68.0,66.0,74.0,34.0,60.0,72.0,34.0,47.0,65.0,67.0
65,74.0,37.0,32.0,43.0,72.0,68.0,67.0,65.0,54.0,62.0,62.0,51.0,38.0,43.0,62.0,58.0,65.0,53.0
65,75.0,61.0,61.0,63.0,70.0,65.0,59.0,64.0,65.0,60.0,63.0,56.0,59.0,70.0,59.0,58.0,62.0,58.0
65,78.0,78.0,74.0,64.0,55.0,42.0,59.0,62.0,73.0,79.0,82.0,66.0,82.0,81.0,44.0,57.0,17.0,19.0
65,71.0,65.0,60.0,40.0,63.0,51.0,66.0,63.0,81.0,82.0,78.0,48.0,53.0,66.0,60.0,54.0,63.0,61.0
65,56.0,33.0,70.0,21.0,29.0,19.0,17.0,18.0,46.0,48.0,45.0,23.0,24.0,62.0,13.0,23.0,17.0,19.0
65,56.0,73.0,74.0,66.0,55.0,52.0,56.0,58.0,73.0,67.0,64.0,39.0,60.0,76.0,50.0,54.0,65.0,66.0
65,90.0,65.0,42.0,33.0,66.0,50.0,68.0,66.0,76.0,67.0,92.0,57.0,41.0,81.0,61.0,59.0,20.0,26.0
65,70.0,70.0,61.0,61.0,67.0,67.0,65.0,68.0,61.0,61.0,61.0,52.0,55.0,82.0,59.0,66.0,65.0,63.0
65,73.0,78.0,77.0,58.0,52.0,40.0,66.0,62.0,86.0,86.0,75.0,70.0,69.0,74.0,54.0,63.0,24.0,16.0
65,75.0,76.0,65.0,47.0,62.0,59.0,59.0,67.0,81.0,83.0,82.0,71.0,64.0,62.0,60.0,48.0,61.0,52.0
65,70.0,63.0,69.0,42.0,68.0,61.0,44.0,67.0,58.0,51.0,77.0,57.0,73.0,59.0,54.0,72.0,62.0,64.0
65,64.0,61.0,59.0,58.0,63.0,66.0,64.0,68.0,65.0,65.0,68.0,62.0,45.0,62.0,59.0,58.0,62.0,55.0
